2021-05-03T11:28:48.225Z	info	service/application.go:281	Starting otelcontribcol...	{"Version": "v0.25.0-58-gf418df50", "NumCPU": 48}
2021-05-03T11:29:05.505Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 32679}
2021-05-03T11:29:05.707Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 34913}
2021-05-03T11:29:06.511Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 14582}
2021-05-03T11:29:06.712Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 26633}
2021-05-03T11:29:07.518Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 50243}
2021-05-03T11:29:07.720Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 52345}
2021-05-03T11:29:08.566Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 6978}
2021-05-03T11:29:08.770Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 24226}
2021-05-03T11:29:09.575Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 43590}
2021-05-03T11:29:09.776Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 41890}
2021-05-03T11:29:10.580Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 41279}
2021-05-03T11:29:10.782Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 44365}
2021-05-03T11:29:11.587Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 42742}
2021-05-03T11:29:11.789Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 43681}
2021-05-03T11:29:12.640Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 13739}
2021-05-03T11:29:12.842Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 40228}
2021-05-03T11:29:13.648Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 42762}
2021-05-03T11:29:13.849Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 44928}
2021-05-03T11:29:14.658Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 31045}
2021-05-03T11:29:14.859Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 40365}
2021-05-03T11:29:15.663Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 36130}
2021-05-03T11:29:15.864Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 20413}
2021-05-03T11:29:16.865Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 2}
2021-05-03T11:29:17.265Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 4}
2021-05-03T11:29:18.065Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 2}
2021-05-03T11:29:18.666Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 6}
2021-05-03T11:29:19.066Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 8}
2021-05-03T11:29:19.266Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 4}
2021-05-03T11:29:20.067Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 6}
2021-05-03T11:29:20.267Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 2}
2021-05-03T11:29:21.067Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 4}
2021-05-03T11:29:22.368Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 2}
2021-05-03T11:29:22.569Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 2977}
2021-05-03T11:29:23.370Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 14171}
2021-05-03T11:29:23.570Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 18784}
2021-05-03T11:29:24.373Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 13427}
2021-05-03T11:29:24.589Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 1210}
2021-05-03T11:29:25.392Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 26313}
2021-05-03T11:29:25.593Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 22083}
2021-05-03T11:29:26.397Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 33450}
2021-05-03T11:29:26.598Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 40161}
2021-05-03T11:29:27.403Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 41260}
2021-05-03T11:29:27.604Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 44185}
2021-05-03T11:29:28.409Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 46656}
2021-05-03T11:29:28.611Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 45304}
2021-05-03T11:29:30.285Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 4611}
2021-05-03T11:29:30.487Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 65910}
2021-05-03T11:29:31.293Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 44935}
2021-05-03T11:29:31.494Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 43567}
2021-05-03T11:29:32.300Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 43786}
2021-05-03T11:29:32.501Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 42527}
2021-05-03T11:29:33.307Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 44465}
2021-05-03T11:29:33.508Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 44889}
2021-05-03T11:29:34.314Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 43902}
2021-05-03T11:29:34.515Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 44049}
2021-05-03T11:29:35.321Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 43673}
2021-05-03T11:29:35.541Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 30671}
2021-05-03T11:29:36.359Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 39106}
2021-05-03T11:29:36.560Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 40772}
2021-05-03T11:29:37.365Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 24590}
2021-05-03T11:29:37.565Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 29862}
2021-05-03T11:29:38.367Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 7228}
2021-05-03T11:29:38.567Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 5626}
2021-05-03T11:29:39.369Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 10943}
2021-05-03T11:29:39.569Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 4559}
2021-05-03T11:29:40.370Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 7735}
2021-05-03T11:29:40.571Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 6556}
2021-05-03T11:29:41.372Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 8177}
2021-05-03T11:29:41.572Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 8763}
2021-05-03T11:29:42.374Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 13816}
2021-05-03T11:29:42.574Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 16318}
2021-05-03T11:29:43.376Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 5510}
2021-05-03T11:29:43.577Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 5817}
2021-05-03T11:29:44.378Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 21856}
2021-05-03T11:29:44.579Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 28723}
2021-05-03T11:29:45.383Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 35762}
2021-05-03T11:29:45.585Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 39715}
2021-05-03T11:29:46.389Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 35710}
2021-05-03T11:29:46.590Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 34999}
2021-05-03T11:29:47.394Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 30303}
2021-05-03T11:29:47.595Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 30605}
2021-05-03T11:29:48.399Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 35737}
2021-05-03T11:29:48.618Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 12343}
2021-05-03T11:29:49.423Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 37174}
2021-05-03T11:29:49.624Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 39922}
2021-05-03T11:29:50.430Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 40698}
2021-05-03T11:29:50.632Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 38842}
2021-05-03T11:29:51.437Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 44465}
2021-05-03T11:29:51.639Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 46265}
2021-05-03T11:29:52.446Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 57688}
2021-05-03T11:29:52.648Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 48466}
2021-05-03T11:29:53.451Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 10936}
2021-05-03T11:29:53.651Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 10746}
2021-05-03T11:29:54.452Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 7066}
2021-05-03T11:29:54.653Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 7777}
2021-05-03T11:29:55.454Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 1542}
2021-05-03T11:29:55.654Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 5730}
2021-05-03T11:29:56.456Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 17140}
2021-05-03T11:29:56.657Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 16495}
2021-05-03T11:29:57.459Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 6976}
2021-05-03T11:29:57.660Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 8923}
2021-05-03T11:29:58.461Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 13639}
2021-05-03T11:29:58.662Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 14959}
2021-05-03T11:29:59.463Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 21666}
2021-05-03T11:29:59.665Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 39889}
2021-05-03T11:30:00.472Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 10755}
2021-05-03T11:30:00.672Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 19375}
2021-05-03T11:30:01.475Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 35135}
2021-05-03T11:30:01.676Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 32085}
2021-05-03T11:30:02.481Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 29734}
2021-05-03T11:30:02.682Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 30782}
2021-05-03T11:30:03.485Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 29224}
2021-05-03T11:30:03.686Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 29974}
2021-05-03T11:30:04.491Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 36928}
2021-05-03T11:30:04.692Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 36964}
2021-05-03T11:30:05.497Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 39095}
2021-05-03T11:30:05.698Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 40805}
2021-05-03T11:30:06.503Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 38337}
2021-05-03T11:30:06.704Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 38329}
2021-05-03T11:30:07.510Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 43319}
2021-05-03T11:30:07.712Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 61700}
2021-05-03T11:30:08.516Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 15087}
2021-05-03T11:30:08.716Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 13187}
2021-05-03T11:30:09.518Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 6811}
2021-05-03T11:30:09.718Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 6405}
2021-05-03T11:30:10.530Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 1465}
2021-05-03T11:30:10.731Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 12360}
2021-05-03T11:30:11.533Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 15341}
2021-05-03T11:30:11.735Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 6495}
2021-05-03T11:30:12.536Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 13865}
2021-05-03T11:30:12.737Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 14380}
2021-05-03T11:30:13.538Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 15223}
2021-05-03T11:30:13.739Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 14452}
2021-05-03T11:30:14.541Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 10736}
2021-05-03T11:30:14.741Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 9714}
2021-05-03T11:30:15.543Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 23722}
2021-05-03T11:30:15.744Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 41991}
2021-05-03T11:30:16.548Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 32361}
2021-05-03T11:30:16.749Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 41074}
2021-05-03T11:30:17.553Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 16598}
2021-05-03T11:30:17.753Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 15939}
2021-05-03T11:30:18.555Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 33639}
2021-05-03T11:30:18.756Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 32949}
2021-05-03T11:30:19.561Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 32053}
2021-05-03T11:30:19.762Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 33322}
2021-05-03T11:30:20.576Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 38196}
2021-05-03T11:30:20.778Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 36567}
2021-05-03T11:30:21.583Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 39285}
2021-05-03T11:30:21.784Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 39567}
2021-05-03T11:30:22.589Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 38004}
2021-05-03T11:30:22.791Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 37279}
2021-05-03T11:30:23.600Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 26069}
2021-05-03T11:30:23.802Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 31549}
2021-05-03T11:30:24.607Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 41889}
2021-05-03T11:30:24.808Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 43154}
2021-05-03T11:30:25.611Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 5318}
2021-05-03T11:30:25.811Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 4783}
2021-05-03T11:30:26.614Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 17173}
2021-05-03T11:30:26.815Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 25692}
2021-05-03T11:30:27.617Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 12001}
2021-05-03T11:30:27.818Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 10312}
2021-05-03T11:30:28.620Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 28891}
2021-05-03T11:30:28.820Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 17650}
2021-05-03T11:30:29.622Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 9798}
2021-05-03T11:30:29.822Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 11726}
2021-05-03T11:30:30.624Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 24607}
2021-05-03T11:30:30.825Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 21613}
2021-05-03T11:30:31.626Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 8546}
2021-05-03T11:30:31.827Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 2971}
2021-05-03T11:30:32.628Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 6506}
2021-05-03T11:30:32.828Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 7494}
2021-05-03T11:30:33.631Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 32293}
2021-05-03T11:30:33.833Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 36630}
2021-05-03T11:30:34.637Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 23593}
2021-05-03T11:30:34.839Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 33605}
2021-05-03T11:30:35.643Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 33066}
2021-05-03T11:30:35.845Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 34492}
2021-05-03T11:30:36.649Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 33827}
2021-05-03T11:30:36.850Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 34410}
2021-05-03T11:30:37.665Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 35405}
2021-05-03T11:30:37.867Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 34589}
2021-05-03T11:30:38.672Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 39320}
2021-05-03T11:30:38.873Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 38921}
2021-05-03T11:30:39.678Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 37420}
2021-05-03T11:30:39.879Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 37626}
2021-05-03T11:30:40.692Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 33222}
2021-05-03T11:30:40.893Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 20409}
2021-05-03T11:30:41.698Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 40544}
2021-05-03T11:30:41.899Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 48549}
2021-05-03T11:30:42.705Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 8597}
2021-05-03T11:30:42.906Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 9628}
2021-05-03T11:30:43.707Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 822}
2021-05-03T11:30:43.907Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 758}
2021-05-03T11:30:44.708Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 2202}
2021-05-03T11:30:44.908Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 2390}
2021-05-03T11:30:45.710Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 23426}
2021-05-03T11:30:45.911Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 28298}
2021-05-03T11:30:46.714Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 16751}
2021-05-03T11:30:46.914Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 11433}
2021-05-03T11:30:47.716Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 16775}
2021-05-03T11:30:47.917Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 16866}
2021-05-03T11:30:48.719Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 15592}
2021-05-03T11:30:48.920Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 5864}
2021-05-03T11:30:49.722Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 17341}
2021-05-03T11:30:49.922Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 17916}
2021-05-03T11:30:50.726Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 35073}
2021-05-03T11:30:50.927Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 33802}
2021-05-03T11:30:51.748Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 14740}
2021-05-03T11:30:51.949Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 21651}
2021-05-03T11:30:52.752Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 26806}
2021-05-03T11:30:52.953Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 27551}
2021-05-03T11:30:53.757Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 30786}
2021-05-03T11:30:53.959Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 24952}
2021-05-03T11:30:54.778Z	INFO	loggingexporter/logging_exporter.go:331	TracesExporter	{"#spans": 37795}
